"","province","region","site_name","site_id","date","waypoint_number","latitude","longitude","larva","nymphs","male","females","litter_depth","soil_humidity","canopy_cover","...16"
"181","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","2022-06-24",8,45.3125,-75.8669967651367,NA,NA,5,7,6,2,100,NA
"182","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","2022-06-24",16,45.3115005493164,-75.8685989379883,NA,5,NA,NA,1,5,100,NA
"183","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","2022-06-24",24,45.3106994628906,-75.8709030151367,NA,NA,NA,1,0,4,75,NA
"184","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","2022-06-24",32,45.3117980957031,-75.8724975585938,NA,2,NA,NA,0,5,100,NA
"185","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","2022-06-24",40,45.3137016296387,-75.8732986450195,NA,2,NA,1,3,3,91.7,NA
"186","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","2022-06-24",48,45.3125,-75.8669967651367,NA,2,NA,2,6,2,100,NA
"187","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","2022-06-24",56,45.3115005493164,-75.868896484375,17,4,1,2,1,5,100,NA
"188","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","2022-06-24",64,45.3106994628906,-75.8710021972656,12,8,2,2,0,4,37.6,NA
"189","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","2022-06-24",72,45.3117980957031,-75.8724975585938,NA,3,NA,1,0,5,100,NA
"190","ON-QC","Ottawa-Gatineau","Greenbelt Pathway West, Queensway–Timm Dr. section","OG11","2022-06-24",80,45.3138008117676,-75.8733978271484,1,2,1,1,3,3,91.7,NA
"191","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","2022-06-20",8,45.3380012512207,-75.6104965209961,NA,NA,NA,NA,5,3,100,NA
"192","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","2022-06-20",16,45.3381996154785,-75.6122970581055,NA,NA,NA,NA,1,2,96.8,NA
"193","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","2022-06-20",24,45.3381996154785,-75.614501953125,NA,NA,NA,1,3,1,53.2,NA
"194","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","2022-06-20",32,45.3408012390137,-75.6119995117188,NA,NA,NA,NA,0,1,29.3,NA
"195","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","2022-06-20",40,45.342098236084,-75.6110000610352,NA,NA,NA,NA,0,1,54.2,NA
"196","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","2022-06-20",48,45.3378982543945,-75.6103973388672,NA,1,NA,NA,5,3,100,NA
"197","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","2022-06-20",56,45.3382987976074,-75.6120986938477,NA,NA,NA,NA,1,2,92.7,NA
"198","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","2022-06-20",64,45.3382987976074,-75.6147994995117,NA,NA,NA,NA,3,1,53.2,NA
"199","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","2022-06-20",72,45.3406982421875,-75.6119003295898,NA,NA,NA,NA,0,1,29.3,NA
"200","ON-QC","Ottawa-Gatineau","Former golf course off Bank Street - P16","OG13","2022-06-20",80,45.342098236084,-75.6109008789062,NA,NA,NA,NA,0,1,54.2,NA
"201","ON","North Bay","Cranberry Trail","NO1","2022-06-29",8,46.2331008911133,-79.3998031616211,NA,NA,NA,NA,0,4,56,NA
"202","ON","North Bay","Cranberry Trail","NO1","2022-06-29",16,46.2324981689453,-79.4021987915039,NA,NA,NA,NA,2,6,64,NA
"203","ON","North Bay","Cranberry Trail","NO1","2022-06-29",24,46.2317008972168,-79.4047012329102,NA,NA,NA,NA,1,8,36,NA
"204","ON","North Bay","Cranberry Trail","NO1","2022-06-29",32,46.2318000793457,-79.407096862793,NA,NA,NA,NA,2,9,100,NA
"205","ON","North Bay","Cranberry Trail","NO1","2022-06-29",40,46.2310981750488,-79.4096984863281,NA,NA,NA,NA,0,1,83,NA
"206","ON","North Bay","Cranberry Trail","NO1","2022-06-29",48,46.2318000793457,-79.4073028564453,NA,NA,NA,NA,2,1,46,NA
"207","ON","North Bay","Cranberry Trail","NO1","2022-06-29",56,46.2318992614746,-79.4045028686523,NA,NA,NA,NA,0,2,31,NA
"208","ON","North Bay","Cranberry Trail","NO1","2022-06-29",64,46.2327003479004,-79.4018020629883,NA,NA,NA,NA,1,4,56,NA
"209","ON","North Bay","Cranberry Trail","NO1","2022-06-29",72,46.2333984375,-79.3992004394531,NA,NA,NA,NA,0,6,42,NA
"210","ON","North Bay","Cranberry Trail","NO1","2022-06-29",80,46.2338981628418,-79.396598815918,NA,NA,NA,NA,1,2,64,NA
"211","ON","North Bay","Laurier Woods Conservation Area","NO2","2022-06-28",8,46.3058013916016,-79.44580078125,NA,NA,NA,NA,0,1,12,NA
"212","ON","North Bay","Laurier Woods Conservation Area","NO2","2022-06-28",16,46.3044013977051,-79.4443969726562,NA,NA,NA,NA,2,2,97,NA
"213","ON","North Bay","Laurier Woods Conservation Area","NO2","2022-06-28",24,46.30419921875,-79.4412994384766,NA,NA,NA,NA,0,4,100,NA
"214","ON","North Bay","Laurier Woods Conservation Area","NO2","2022-06-28",32,46.3032989501953,-79.4397964477539,NA,1,NA,1,2,6,100,NA
"215","ON","North Bay","Laurier Woods Conservation Area","NO2","2022-06-28",40,46.3018989562988,-79.4385986328125,NA,NA,NA,NA,1,2,43,NA
"216","ON","North Bay","Laurier Woods Conservation Area","NO2","2022-06-28",48,46.2983016967773,-79.4402008056641,NA,NA,NA,NA,0,1,96,NA
"217","ON","North Bay","Laurier Woods Conservation Area","NO2","2022-06-28",56,46.2994003295898,-79.4412994384766,NA,NA,NA,NA,2,3,12,NA
"218","ON","North Bay","Laurier Woods Conservation Area","NO2","2022-06-28",64,46.3017997741699,-79.4415969848633,NA,NA,NA,NA,1,4,100,NA
"219","ON","North Bay","Laurier Woods Conservation Area","NO2","2022-06-28",72,46.3031005859375,-79.4440002441406,NA,NA,NA,NA,0,1,10,NA
"220","ON","North Bay","Laurier Woods Conservation Area","NO2","2022-06-28",80,46.304500579834,-79.4457015991211,NA,NA,NA,NA,3,6,100,NA
"221","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","2022-06-28",8,46.3378982543945,-79.4306030273438,NA,NA,NA,NA,0,7,100,NA
"222","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","2022-06-28",16,46.3372993469238,-79.4283981323242,NA,NA,NA,NA,1,8,100,NA
"223","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","2022-06-28",24,46.3356018066406,-79.4268035888672,NA,NA,NA,NA,2,9,96,NA
"224","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","2022-06-28",32,46.3339004516602,-79.4257965087891,NA,NA,NA,NA,1,2,100,NA
"225","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","2022-06-28",40,46.3325996398925,-79.4254989624023,NA,NA,NA,NA,2,3,100,NA
"226","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","2022-06-28",48,46.3328018188477,-79.4272003173828,NA,NA,NA,NA,1,7,100,NA
"227","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","2022-06-28",56,46.3339996337891,-79.4292984008789,NA,NA,NA,NA,3,9,100,NA
"228","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","2022-06-28",64,46.3353004455566,-79.4296035766602,NA,NA,NA,NA,4,2,100,NA
"229","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","2022-06-28",72,46.3368988037109,-79.4292984008789,NA,NA,NA,NA,1,3,90,NA
"230","ON","North Bay","Laurentian Escarpment Conservation Area","NO3","2022-06-28",80,46.3378982543945,-79.4311981201172,NA,NA,NA,NA,2,1,100,NA
"231","ON","North Bay","La Vase Portages Conservation Area","NO4","2022-06-28",8,46.3007011413574,-79.3830032348633,NA,NA,NA,NA,1,3,12,NA
"232","ON","North Bay","La Vase Portages Conservation Area","NO4","2022-06-28",16,46.2994003295898,-79.3816986083984,NA,NA,NA,NA,0,4,34,NA
"233","ON","North Bay","La Vase Portages Conservation Area","NO4","2022-06-28",24,46.2984008789062,-79.3824996948242,NA,NA,NA,NA,2,1,100,NA
"234","ON","North Bay","La Vase Portages Conservation Area","NO4","2022-06-28",32,46.2970008850098,-79.3828964233398,NA,NA,NA,NA,0,1,16,NA
"235","ON","North Bay","La Vase Portages Conservation Area","NO4","2022-06-28",40,46.2967987060547,-79.3845977783203,NA,NA,NA,NA,1,2,0,NA
"236","ON","North Bay","La Vase Portages Conservation Area","NO4","2022-06-28",48,46.2957000732422,-79.3859024047852,NA,NA,NA,NA,2,7,100,NA
"237","ON","North Bay","La Vase Portages Conservation Area","NO4","2022-06-28",56,46.2955017089844,-79.385498046875,NA,NA,NA,NA,1,2,64,NA
"238","ON","North Bay","La Vase Portages Conservation Area","NO4","2022-06-28",64,46.2966003417969,-79.3834991455078,NA,NA,NA,NA,3,6,100,NA
"239","ON","North Bay","La Vase Portages Conservation Area","NO4","2022-06-28",72,46.2980003356934,-79.3823013305664,NA,NA,NA,NA,1,1,0,NA
"240","ON","North Bay","La Vase Portages Conservation Area","NO4","2022-06-28",80,46.2994995117188,-79.3815994262695,NA,NA,NA,NA,2,1,0,NA
"241","ON","North Bay","Black Forest Park","NO5","2022-06-30",8,46.415599822998,-79.464599609375,NA,NA,NA,NA,0,2,12,NA
"242","ON","North Bay","Black Forest Park","NO5","2022-06-30",16,46.4151992797852,-79.4641036987305,NA,NA,NA,NA,0,1,36,"1L Haem"
"243","ON","North Bay","Black Forest Park","NO5","2022-06-30",24,46.413501739502,-79.4641036987305,NA,NA,NA,NA,0,1,100,"7L+1N Haem"
"244","ON","North Bay","Black Forest Park","NO5","2022-06-30",32,46.4127998352051,-79.4654998779297,NA,NA,NA,NA,0,2,10,NA
"245","ON","North Bay","Black Forest Park","NO5","2022-06-30",40,46.4143981933594,-79.4657974243164,NA,NA,NA,NA,1,1,8,"1L Haem"
"246","ON","North Bay","Black Forest Park","NO5","2022-06-30",48,46.4143981933594,-79.4647979736328,NA,NA,NA,NA,1,1,13,NA
"247","ON","North Bay","Black Forest Park","NO5","2022-06-30",56,46.4133987426758,-79.4647979736328,NA,NA,NA,NA,0,2,64,NA
"248","ON","North Bay","Black Forest Park","NO5","2022-06-30",64,46.4146003723145,-79.4644012451172,NA,NA,NA,NA,1,1,0,NA
"249","ON","North Bay","Black Forest Park","NO5","2022-06-30",72,46.4151992797852,-79.4649963378906,NA,NA,NA,NA,0,1,10,NA
"250","ON","North Bay","Black Forest Park","NO5","2022-06-30",80,46.4157981872559,-79.4648971557617,NA,NA,NA,NA,1,2,0,"1L Haem"
